NG;../images/boat.bmp;boat
NG;../images/bruitPoivreEtSel.bmp;bruitPoivreEtSel
RGB;../images/bulles.bmp;bulles
NG;../images/house.bmp;house
RGB;../images/joconde.bmp;joconde
NG;../images/joconde.bmp;jocondeNG
RGB;../images/lena.bmp;lena
RGB;../images/mandrill.bmp;mandrill
NG;../images/mandrill.bmp;mandrillNG
RGB;../images/paysage.png;paysage






